review,review_clean,sentiment
Everything is great except the headphone fit. its too tight and bit uncomfortableREAD MORE,everything great except headphone fit tight bit uncomfortableread,POSITIF
waste of money & after 2 month one side not work.READ MORE,waste money month one side workread,NEGATIF
I am not happy😡😡😡😡😡😡😡😡😡😡READ MORE,happyread,NEGATIF
sound quality is sooo goodcolour is also  same as seen in photos ttly its aa best product for that  rateREAD MORE,sound quality sooo goodcolour also seen photo ttly best product rateread,POSITIF
"Sound quality and bass is pretty good for this price I feel a bit discomfort while wearing this for longer period So,people those who have big head and ears please don't buy thisThis product is actually perfect for those who have a small headsize and earREAD MORE",sound quality bass pretty good price feel bit discomfort wearing longer period sopeople big head ear please dont buy thisthis product actually perfect small headsize earread,POSITIF
Everything is great except the headphone fit. its too tight and bit uncomfortableREAD MORE,everything great except headphone fit tight bit uncomfortableread,POSITIF
All good but difficult to use more than one hourREAD MORE,good difficult use one hourread,NEUTRE
Excellent ProductREAD MORE,excellent productread,POSITIF
Woww I'm so happy thnku FlipkartREAD MORE,woww happy thnku flipkartread,POSITIF
I loved the sound quality especially the bass. But only problem I felt is it is not comfortable to wear it for long time. Also the bluetooth range is lowREAD MORE,loved sound quality especially bass problem felt comfortable wear long time also bluetooth range lowread,POSITIF
NiceREAD MORE,niceread,POSITIF
I love this productREAD MORE,love productread,POSITIF
The worst thing is that The build quality is bad the ear cups are very tight and you can use upto 30 mins and after that it's holding you ears very tight and you have to adjust it.. The ear side is sweatingREAD MORE,worst thing build quality bad ear cup tight use upto min holding ear tight adjust ear side sweatingread,NEUTRE
The volume buttons are not working I think for showoff they kept that volume symbolsREAD MORE,volume button working think showoff kept volume symbolsread,NEUTRE
nice product..i ordered red but i got blue...bt it's ok..blue is also good...nice sound quality..battery backup is also good..loved itREAD MORE,nice producti ordered red got bluebt okblue also goodnice sound qualitybattery backup also goodloved itread,POSITIF
Nice productREAD MORE,nice productread,POSITIF
Nice headphoneREAD MORE,nice headphoneread,NEGATIF
Very niceREAD MORE,niceread,POSITIF
Good product. Easy to carry and use.👍👍👍READ MORE,good product easy carry useread,POSITIF
"Nice product , sound quality is very goodREAD MORE",nice product sound quality goodread,POSITIF
Sound quality is awesome and fitting also.and the delivery is awesome by flipcart in two days.thankyou flipcartREAD MORE,sound quality awesome fitting alsoand delivery awesome flipcart two daysthankyou flipcartread,POSITIF
Nice headphoneREAD MORE,nice headphoneread,NEGATIF
Very niceREAD MORE,niceread,POSITIF
Good product. Easy to carry and use.👍👍👍READ MORE,good product easy carry useread,POSITIF
"Nice product , sound quality is very goodREAD MORE",nice product sound quality goodread,POSITIF
Sound quality is awesome and fitting also.and the delivery is awesome by flipcart in two days.thankyou flipcartREAD MORE,sound quality awesome fitting alsoand delivery awesome flipcart two daysthankyou flipcartread,POSITIF
Very good and nice productREAD MORE,good nice productread,POSITIF
Not much comfortableREAD MORE,much comfortableread,NEUTRE
1) Not comfortable very tight!2) No noise cancellation or noise isolation 3) Bluetooth connectivity is fair as on description it said bluetooth 4.1 but on box it is 2.1 delay issue on Bluetooth4) But after all sond and bass quality is best for this price! Loved the bass😍😍😍😍😍😍READ MORE,comfortable tight noise cancellation noise isolation bluetooth connectivity fair description said bluetooth box delay issue bluetooth sond bass quality best price loved bassread,POSITIF
Nice super productREAD MORE,nice super productread,POSITIF
Good productREAD MORE,good productread,POSITIF
AverageREAD MORE,averageread,NEGATIF
NiceREAD MORE,niceread,POSITIF
Nice. good sound and bass. Worth for moneyREAD MORE,nice good sound bass worth moneyread,POSITIF
It is toooooooo goodREAD MORE,toooooooo goodread,POSITIF
"It's size is a little small for an adult person . The buds sometime tend to get tight , but other than that the product is perfect .READ MORE",size little small adult person bud sometime tend get tight product perfect read,POSITIF
SuperREAD MORE,superread,POSITIF
Very comfortable for long wear....sound will take you in the beautiful world of music....gr8 sound🙏READ MORE,comfortable long wearsound take beautiful world musicgr soundread,POSITIF
"Just love it ,, it looks so premium and sound and bass  quality is amazing ,,READ MORE",love look premium sound bass quality amazing read,POSITIF
AwesomeREAD MORE,awesomeread,POSITIF
Nice headphone at price of 1200READ MORE,nice headphone price read,POSITIF
Very Good product and sound quality is awesome and also goodlookingAs its my first bluetooth headset so I feel using the product good.READ MORE,good product sound quality awesome also goodlookingas first bluetooth headset feel using product goodread,POSITIF
It's very hurt when you put it on over the head small size I am not satisfied with thisREAD MORE,hurt put head small size satisfied thisread,NEUTRE
The headphone is really tight around ears.. So its little uncomfortable when you use it for certain time. Besides that issue nothing wrong whatsoever.READ MORE,headphone really tight around ear little uncomfortable use certain time besides issue nothing wrong whatsoeverread,POSITIF
Purchased For 1.2K... Perfect BassREAD MORE,purchased perfect bassread,POSITIF
Superb product from boat . Sound is fantabulously balanced and am having a great experience buying this . I would say go for it .READ MORE,superb product boat sound fantabulously balanced great experience buying would say read,POSITIF
Bass powerfulREAD MORE,bass powerfulread,POSITIF
Awesome Excellent FantasticREAD MORE,awesome excellent fantasticread,POSITIF
Good product but packing was very rubbishREAD MORE,good product packing rubbishread,POSITIF
NiceREAD MORE,niceread,POSITIF
"Really good one,better to purchase this who wants headphones under 2k with good sounds and bass.READ MORE",really good onebetter purchase want headphone good sound bassread,POSITIF
Nice productREAD MORE,nice productread,POSITIF
GoodREAD MORE,goodread,POSITIF
Overall awesome ♥️READ MORE,overall awesome read,POSITIF
Jakas bassREAD MORE,jakas bassread,NEUTRE
Good oneREAD MORE,good oneread,POSITIF
"I am using this bluetooth headset from last month and I can say one thing This headphones 🎧 are not upto mark as its shows The sound quality of headphones are okay and the bass sound is also just okay types But one of the major drawback of this headphones are you can't wear this headphones continues more than 30 minutes , it started causing pain to your ears and moreover these headphones are also not comfortable to wear for a long timeThe design of headphones are okay but the quality usi...READ MORE",using bluetooth headset last month say one thing headphone upto mark show sound quality headphone okay bass sound also okay type one major drawback headphone cant wear headphone continues minute started causing pain ear moreover headphone also comfortable wear long timethe design headphone okay quality usiread,NEGATIF
Headfones are good but aux cable is gone bad few months later😔😔READ MORE,headfones good aux cable gone bad month laterread,POSITIF
It is fineREAD MORE,fineread,POSITIF
It would be more comfortableREAD MORE,would comfortableread,POSITIF
Nice product to buyREAD MORE,nice product buyread,POSITIF
"I am using this bluetooth headset from last month and I can say one thing This headphones 🎧 are not upto mark as its shows The sound quality of headphones are okay and the bass sound is also just okay types But one of the major drawback of this headphones are you can't wear this headphones continues more than 30 minutes , it started causing pain to your ears and moreover these headphones are also not comfortable to wear for a long timeThe design of headphones are okay but the quality usi...READ MORE",using bluetooth headset last month say one thing headphone upto mark show sound quality headphone okay bass sound also okay type one major drawback headphone cant wear headphone continues minute started causing pain ear moreover headphone also comfortable wear long timethe design headphone okay quality usiread,NEGATIF
Headfones are good but aux cable is gone bad few months later😔😔READ MORE,headfones good aux cable gone bad month laterread,POSITIF
It is fineREAD MORE,fineread,POSITIF
It would be more comfortableREAD MORE,would comfortableread,POSITIF
Nice product to buyREAD MORE,nice product buyread,POSITIF
Sounds good go for it 👍READ MORE,sound good read,POSITIF
Mic is disgustingREAD MORE,mic disgustingread,NEGATIF
Best headphones in this rangeREAD MORE,best headphone rangeread,POSITIF
Osm Product👍READ MORE,osm productread,NEUTRE
The product is way too good and loved the sound quality and battery it lasts.The delivery was also safe. Thank you for such a great product. I'm staisfied with with the services and product❤️READ MORE,product way good loved sound quality battery laststhe delivery also safe thank great product staisfied service productread,POSITIF
Don't buy. You ears will pain a lot in 1 hrREAD MORE,dont buy ear pain lot hrread,NEGATIF
This product  is osm to battery backup  and sound quality also but  one issue  is that bluetooth  connecting  during  call .READ MORE,product osm battery backup sound quality also one issue bluetooth connecting call read,POSITIF
Fantastic product but little bit tight to fit my ears remaining all are superb.READ MORE,fantastic product little bit tight fit ear remaining superbread,POSITIF
NiceREAD MORE,niceread,POSITIF
Amazing product really all set in this headphoneREAD MORE,amazing product really set headphoneread,POSITIF
"Very Disappointed, It Stopped Working after a monthREAD MORE",disappointed stopped working monthread,NEGATIF
It is of great quality same as i ordered . SatisfiedREAD MORE,great quality ordered satisfiedread,POSITIF
This is tha best of boatRokers 400READ MORE,tha best boatrokers read,POSITIF
Excellent productREAD MORE,excellent productread,POSITIF
The headphones is very good quality and build quality is very goodREAD MORE,headphone good quality build quality goodread,POSITIF
Nice productREAD MORE,nice productread,POSITIF
SuperREAD MORE,superread,POSITIF
Nice ProductREAD MORE,nice productread,POSITIF
Very amazing product 👌READ MORE,amazing product read,POSITIF
Very nice 👍 and nice bass alsoREAD MORE,nice nice bass alsoread,POSITIF
NiceREAD MORE,niceread,POSITIF
Good but not so much comfortable and battery life is not goodREAD MORE,good much comfortable battery life goodread,NEGATIF
nise product but soo slow deliveryREAD MORE,nise product soo slow deliveryread,POSITIF
Value for moneyREAD MORE,value moneyread,POSITIF
NiceREAD MORE,niceread,POSITIF
Best kovaltiREAD MORE,best kovaltiread,POSITIF
It is very good for music and bass.  But for calls it is uselessREAD MORE,good music bass call uselessread,NEUTRE
ExcellentREAD MORE,excellentread,POSITIF
Greaatt headphones! Amazing sound.. Sound cancellation is also great!.. Really recommend it..READ MORE,greaatt headphone amazing sound sound cancellation also great really recommend itread,POSITIF
Every thing is good but it is to irritating to keep it in earREAD MORE,every thing good irritating keep earread,POSITIF
Fabulous worth of pennyREAD MORE,fabulous worth pennyread,POSITIF
New products 😍 nice purchasing by flipkart 👍❤️READ MORE,new product nice purchasing flipkart read,POSITIF
The sound quality and the bass is just awsome but the product will fit too tight the ears and we cant bear the headset more than 1hrREAD MORE,sound quality bass awsome product fit tight ear cant bear headset hrread,POSITIF
Nice products 🥰🥰🥰READ MORE,nice product read,POSITIF
Its makes some charging issue after a month or voice issue to #boatrockersREAD MORE,make charging issue month voice issue boatrockersread,POSITIF
Rocking product....reviewing after 1 month.Everything is just perfect...but charger cable is too tight..once plugged into the hdph it's a struggling task to unplug it I took 5 mins each time to unplug it😂...now the color..classy grey and its neon yellow(not green as in picture)..but I loved it...I'll definitely recommend this.READ MORE,rocking productreviewing montheverything perfectbut charger cable tightonce plugged hdph struggling task unplug took min time unplug itnow colorclassy grey neon yellownot green picturebut loved itill definitely recommend thisread,POSITIF
Its 👌 very nice like kiaraaREAD MORE,nice like kiaraaread,POSITIF
Superb headphoneREAD MORE,superb headphoneread,POSITIF
Nice oneREAD MORE,nice oneread,POSITIF
Good quality product at an affordable rate.READ MORE,good quality product affordable rateread,POSITIF
It’s superb👌🏻READ MORE,superbread,POSITIF
Super niceREAD MORE,super niceread,POSITIF
GoodREAD MORE,goodread,POSITIF
Good quality but sometimes it's making some disturbance like resounds.. nd repeated sounds like 1 word is gonna be repeated until u pause d buttonREAD MORE,good quality sometimes making disturbance like resounds repeated sound like word gon repeated pause buttonread,POSITIF
It's very good product.it is easy to use.😊😊READ MORE,good productit easy useread,POSITIF
Bass is good and sound quality also but not comfortable for long hours you get sweat in ear after wearing for long time If you want to listen song for less then 1 hr then it is best.READ MORE,bass good sound quality also comfortable long hour get sweat ear wearing long time want listen song less bestread,POSITIF
Excellent workingREAD MORE,excellent workingread,POSITIF
A total waste of money! Go for 450!READ MORE,total waste money read,NEGATIF
Battery backup in not very well but sound bass and design is so cool 🔥❤READ MORE,battery backup well sound bass design cool read,POSITIF
Valu for moneyREAD MORE,valu moneyread,POSITIF
Value for money no loosREAD MORE,value money loosread,POSITIF
Very good productREAD MORE,good productread,POSITIF
Ear bud size is small for adult and one can not listen your voice while calling. Specially when you are in busREAD MORE,ear bud size small adult one listen voice calling specially busread,NEUTRE
It is a good productREAD MORE,good productread,POSITIF
GoodREAD MORE,goodread,POSITIF
Exilent  product.   Very very thanksful.  BOAT.       Awesome productREAD MORE,exilent product thanksful boat awesome productread,POSITIF
Once connect and listen you will be in otherworld mostly listen to Hollywood..and bollywood it's amazing same like theater sound I'm happy with the headset..READ MORE,connect listen otherworld mostly listen hollywoodand bollywood amazing like theater sound happy headsetread,POSITIF
Wonderful productREAD MORE,wonderful productread,POSITIF
Super 😚READ MORE,super read,POSITIF
Nice and very good product for music and gamingREAD MORE,nice good product music gamingread,POSITIF
I bought this and used it for 1 month... its simply perfect... nothing else to sayREAD MORE,bought used month simply perfect nothing else sayread,POSITIF
Nice headphone and Thanks for flipkart fast deliveredREAD MORE,nice headphone thanks flipkart fast deliveredread,POSITIF
Amazing Product. Must buy it!READ MORE,amazing product must buy itread,POSITIF
Nice product.my kids very happy & enjoyedREAD MORE,nice productmy kid happy enjoyedread,POSITIF
"Mic is Not clear with a humming sound . Customer care say s to use it in within 1 meter range instead of 10 meter range, tried even that still no success not fit for video calling and video classes. Got it replaced still mic problem.READ MORE",mic clear humming sound customer care say use within meter range instead meter range tried even still success fit video calling video class got replaced still mic problemread,NEGATIF
Its product  so nice 👌  I like 👍 it  and sound quality is very nice  product  built  is hard plastic  and not breaking easily  so niceREAD MORE,product nice like sound quality nice product built hard plastic breaking easily niceread,POSITIF
"Very attractive design,awsm sound clarity,bass is also very good ..luv u boat😍READ MORE",attractive designawsm sound claritybass also good luv boatread,POSITIF
Awesome product don't think just buy itREAD MORE,awesome product dont think buy itread,POSITIF
"It's wire confirmation is too bad 😡While  it connected to mobile  Bluetooth, I can't play video games properly , it's sounds going, 1 second lateREAD MORE",wire confirmation bad connected mobile bluetooth cant play video game properly sound going second lateread,NEGATIF
Good productREAD MORE,good productread,NEUTRE
The beast..READ MORE,beastread,POSITIF
goodREAD MORE,goodread,POSITIF
"Very nice product. Sound effects are so perfect. Only concern it is too tight on ears, if you are wearing for long time.READ MORE",nice product sound effect perfect concern tight ear wearing long timeread,POSITIF
Sound is really awesome... but size is smallREAD MORE,sound really awesome size smallread,POSITIF
FabulousREAD MORE,fabulousread,POSITIF
It's very best headphone in  this price range and if you are purchase first time this headphone is awesome It's also better for gaming battery backup is so good and you can believe to  flipkart.....READ MORE,best headphone price range purchase first time headphone awesome also better gaming battery backup good believe flipkartread,POSITIF
Best headphone I ever buyed💥💥.Bass effect is OP🤩🤩🤩🤩READ MORE,best headphone ever buyedbass effect opread,POSITIF
"Wow this product is amazing, and it has sound cancellation 👍👍READ MORE",wow product amazing sound cancellation read,POSITIF
Too much Disturbtion comingREAD MORE,much disturbtion comingread,NEGATIF
No word just go for itREAD MORE,word itread,POSITIF
"This product 9,99 is best price ..Good  productREAD MORE",product best price good productread,POSITIF
Loved it's dual feature of wired & non- wired speciality.The bass is just awesome & battery backup is also cool.I would totally recommend these headphones. Just fabulous product & also the service. Thanks flipkart for this amazing product.READ MORE,loved dual feature wired non wired specialitythe bass awesome battery backup also cooli would totally recommend headphone fabulous product also service thanks flipkart amazing productread,POSITIF
Thank you Flipkart ❤ Supr duper Product and Thank you For Super Fast delivery.READ MORE,thank flipkart supr duper product thank super fast deliveryread,POSITIF
a nice head phone on this price. sound quality is really satisfying. i gifted it to my father he was very happy with this product. the battary life was also grate 2 to 3 days with mild to moderate use and 1 day with heavy use. the only setback( according to my father) is that when you use it more than a hour it become painful in ear.READ MORE,nice head phone price sound quality really satisfying gifted father happy product battary life also grate day mild moderate use day heavy use setback according father use hour become painful earread,POSITIF
Best for online classREAD MORE,best online classread,POSITIF
SuperREAD MORE,superread,POSITIF
Good productREAD MORE,good productread,POSITIF
It's awesome productIt's bass is very coolREAD MORE,awesome productits bass coolread,POSITIF
Call experience not good and sound quality very goodREAD MORE,call experience good sound quality goodread,NEGATIF
Good for every thingREAD MORE,good every thingread,POSITIF
one of the best heeadphones everREAD MORE,one best heeadphones everread,POSITIF
NiceREAD MORE,niceread,POSITIF
excellent  bass awesome  sound quality  and battery backup is terrific ❤❤❤Love with boAtREAD MORE,excellent bass awesome sound quality battery backup terrific love boatread,POSITIF
It is good it's design is best. but battery life is medium. Sound is very good 😊READ MORE,good design best battery life medium sound good read,POSITIF
Very good in bass....super battery is osmREAD MORE,good basssuper battery osmread,POSITIF
Best headphone in this price range..Best sound qualityBest battery backupBest bass qualityOverall excellent productYou can buy without any doubt..Value for moneyREAD MORE,best headphone price rangebest sound qualitybest battery backupbest bass qualityoverall excellent productyou buy without doubtvalue moneyread,POSITIF
Value for moneyREAD MORE,value moneyread,POSITIF
Good soundREAD MORE,good soundread,POSITIF
Headphones are very good and very well sound at this priceREAD MORE,headphone good well sound priceread,POSITIF
Not at all good it's very uncomfortable and the sound quality is averageREAD MORE,good uncomfortable sound quality averageread,NEUTRE
Just like thisREAD MORE,like thisread,POSITIF
Bass is really good. Its worth of its money. I think you should buy it.READ MORE,bass really good worth money think buy itread,POSITIF
"A rocking product. highly recommended for midrange buyers. Bass is too good, microphone also is good, battery backup and charging is awesome . But some time while receiving calls sound does not come. It is also tight when we will wear it first but afterwards it's comfortable. Overall the product is good.READ MORE",rocking product highly recommended midrange buyer bass good microphone also good battery backup charging awesome time receiving call sound come also tight wear first afterwards comfortable overall product goodread,POSITIF
Awesome productREAD MORE,awesome productread,POSITIF
Good productREAD MORE,good productread,POSITIF
It's a damaged peiceREAD MORE,damaged peiceread,POSITIF
Excellent product....READ MORE,excellent productread,POSITIF
Connectivity is not better as I have expected...... But overall it's a good product........READ MORE,connectivity better expected overall good productread,POSITIF
Always boAtREAD MORE,always boatread,POSITIF
"Excellent 👍💯.. Nice battery backup, bass is too good. Look is also like premium...READ MORE",excellent nice battery backup bass good look also like premiumread,POSITIF
Pros :-Voice quality is goodBass and sound surround is goodCons :-Bluetooth connectivity is poor.Bluetooth range is lessIndications for low battery is not very clear.READ MORE,pro voice quality goodbass sound surround goodcons bluetooth connectivity poorbluetooth range lessindications low battery clearread,POSITIF
Nice Headphone 🎧🎧🎧🎧READ MORE,nice headphone read,POSITIF
This headphone is awesomeREAD MORE,headphone awesomeread,POSITIF
It's nice and the design is super and the quality is also super it's best buy itREAD MORE,nice design super quality also super best buy itread,POSITIF
"Osm headphones ever, i enjoy them a lot 🔥🔥🔥all over the best headphones i brought #coolheadsetREAD MORE",osm headphone ever enjoy lot best headphone brought coolheadsetread,POSITIF
Aux cable not good Headphone awesomeREAD MORE,aux cable good headphone awesomeread,POSITIF
I bought it for my father and he loved it .READ MORE,bought father loved read,POSITIF
Nice headphones.... And the battery back up good.. Overall a nice product..READ MORE,nice headphone battery back good overall nice productread,POSITIF
Very nice 👌👌👍👍 and sound quality is very good. Must buy.READ MORE,nice sound quality good must buyread,POSITIF
Really Amazing ❣️❤️READ MORE,really amazing read,POSITIF
Very good bt not satisfied..READ MORE,good satisfiedread,POSITIF
The head phones are very good but this headphones cause earpain after sometimeREAD MORE,head phone good headphone cause earpain sometimeread,POSITIF
Best productREAD MORE,best productread,POSITIF
Good but if the Design of headphones not suitableREAD MORE,good design headphone suitableread,NEUTRE
Good product in low price. Good soundREAD MORE,good product low price good soundread,POSITIF
Very good bt not satisfied..READ MORE,good satisfiedread,POSITIF
The head phones are very good but this headphones cause earpain after sometimeREAD MORE,head phone good headphone cause earpain sometimeread,POSITIF
Best productREAD MORE,best productread,POSITIF
Good but if the Design of headphones not suitableREAD MORE,good design headphone suitableread,NEUTRE
Good product in low price. Good soundREAD MORE,good product low price good soundread,POSITIF
nice headphoneREAD MORE,nice headphoneread,POSITIF
Best product👍👍👍👍👍👍👌👌👌👌👌👌READ MORE,best productread,POSITIF
Awesome product according to its price. Value for money.READ MORE,awesome product according price value moneyread,POSITIF
Not comfortable on earREAD MORE,comfortable earread,NEGATIF
Nice qualityREAD MORE,nice qualityread,POSITIF
Good headfone but Flipkart not given chargeing usb cable and mistekly two ox cable give Flipkart but product is goodREAD MORE,good headfone flipkart given chargeing usb cable mistekly two cable give flipkart product goodread,POSITIF
Nice product sound quality is very good.READ MORE,nice product sound quality goodread,POSITIF
It's osmREAD MORE,osmread,POSITIF
Sometimes I can only hear the songs from one side onlyREAD MORE,sometimes hear song one side onlyread,POSITIF
"Awesome some products, value for moneysound quality is awesome base is awesomebut but the build quality is not feel premium but in this price segment it is worth it.mic is also not working well therefore i gave it 4 star out of 5.READ MORE",awesome product value moneysound quality awesome base awesomebut build quality feel premium price segment worth itmic also working well therefore gave star read,POSITIF
Best product 👍Nice 😊READ MORE,best product nice read,POSITIF
GoodREAD MORE,goodread,POSITIF
Nice product delivery is so excilent thx to delivery so fastREAD MORE,nice product delivery excilent thx delivery fastread,POSITIF
The product quality is good...cost worthy...it looks like stylish tooo...READ MORE,product quality goodcost worthyit look like stylish toooread,POSITIF
Super productREAD MORE,super productread,POSITIF
GoodNice product very nice songsREAD MORE,goodnice product nice songsread,POSITIF
GoodREAD MORE,goodread,POSITIF
NiceREAD MORE,niceread,POSITIF
Very good products Boat headphone and sound quality fantastic . Boat look nyc design and easy fold please order and use filipcart.READ MORE,good product boat headphone sound quality fantastic boat look nyc design easy fold please order use filipcartread,POSITIF
Nice product reallyREAD MORE,nice product reallyread,POSITIF
Nyc boat withREAD MORE,nyc boat withread,POSITIF
Love to boatREAD MORE,love boatread,POSITIF
Good productREAD MORE,good productread,POSITIF
Very pain fullREAD MORE,pain fullread,POSITIF
Nice headphone and so fast deliveryREAD MORE,nice headphone fast deliveryread,POSITIF
Awesome product. Design is cool & good but it may be more innovative at this price. Sound quality is awesome specially bass is best at this price. Dual mode with a long battery backup is very good. Over this product is good at this price Just go àhead for this..... ✌✌✌👍👍👍READ MORE,awesome product design cool good may innovative price sound quality awesome specially bass best price dual mode long battery backup good product good price head read,POSITIF
"A very best product i had been using this from 4months and it works perfectly, batter backup is still perfect.READ MORE",best product using month work perfectly batter backup still perfectread,POSITIF
Batter should have more backupREAD MORE,batter backupread,POSITIF
Osm product. Very good quality sound and the bass is osm. Loved it❤️❤️❤️READ MORE,osm product good quality sound bass osm loved itread,POSITIF
Good sound quality and battery backupREAD MORE,good sound quality battery backupread,POSITIF
A very beautiful headset I got the first headset of my life which I am very happy to getREAD MORE,beautiful headset got first headset life happy getread,POSITIF
A good buy for the discounted price. R K JainREAD MORE,good buy discounted price jainread,POSITIF
Excellent product.I personally suggest this product for Melody music and mid-range bass song.Not recommend for metal song lover.Build in quality is really good batter backup is just awesome in this product.Fully excellent productREAD MORE,excellent producti personally suggest product melody music midrange bass songnot recommend metal song loverbuild quality really good batter backup awesome productfully excellent productread,POSITIF
Pros: Everything except connectivity. For a stable connection you have to maintain 2m distance radially.READ MORE,pro everything except connectivity stable connection maintain distance radiallyread,POSITIF
"I've used this product for a year now. sounds, battery backup, charging are simply amazing. The only issue i faced about is the wire. It gets damaged every time you plug in and out. After few months, the connecting-desconnecting issue started. And now it's completely useless in over a year. But that's fine. Except that, it's fantastic. I'm writing this part today, it broke.READ MORE",ive used product year sound battery backup charging simply amazing issue faced wire get damaged every time plug month connectingdesconnecting issue started completely useless year thats fine except fantastic writing part today brokeread,POSITIF
Awsome product quality of product is so good i love this product🙂READ MORE,awsome product quality product good love productread,POSITIF
The product is good I love using its but only sometime on call next side person are unable to hear if I disconnected n reconnect it's sounds perfect then💯READ MORE,product good love using sometime call next side person unable hear disconnected reconnect sound perfect thenread,POSITIF
Good product nice sound and better bass experienceREAD MORE,good product nice sound better bass experienceread,POSITIF
Best headphonesREAD MORE,best headphonesread,POSITIF
Good product  ...and bass is super..... batter is good...... finally good productREAD MORE,good product bass super batter good finally good productread,POSITIF
Nice ok okREAD MORE,nice okread,POSITIF
Super bass and sound after one month my hadsetREAD MORE,super bass sound one month hadsetread,POSITIF
Tight on head.READ MORE,tight headread,NEGATIF
Nice product.READ MORE,nice productread,POSITIF
Sound quality qith bass is good and bluetooth connectivity is also good. Overall good product. But during long time use ear has pain...READ MORE,sound quality qith bass good bluetooth connectivity also good overall good product long time use ear painread,POSITIF
I like the design and Love it's grey and green colour combinationREAD MORE,like design love grey green colour combinationread,POSITIF
Not comfortable after using some time  there is pain in your ear.READ MORE,comfortable using time pain earread,NEGATIF
Flipcart delivered me the product which have manufacturing date of Nov.2019 ... In sept 2020 .READ MORE,flipcart delivered product manufacturing date nov sept read,NEGATIF
Pains on ears when used for long durationREAD MORE,pain ear used long durationread,POSITIF
Yeah absolutely very goodREAD MORE,yeah absolutely goodread,POSITIF
goodREAD MORE,goodread,NEUTRE
"10 happy months using Boat Rockers 400.....they sell what they promise.....These were one of my first purchases (in the category of electronic items) and i must say that they proved to be really good at a really cheap price. I bought the matte black one's their designing is good,compact,nice packaging,good appearance,quick charging, really light,nice sound quality and talking about the bass its better on bluetooth. They have both bluetooth as well as wired connection. I must say that the batt...READ MORE",happy month using boat rocker sell promisethese one first purchase category electronic item must say proved really good really cheap price bought matte black one designing goodcompactnice packaginggood appearancequick charging really lightnice sound quality talking bass better bluetooth bluetooth well wired connection must say battread,POSITIF
every thing is fine the battery gets fully charged very fast but it also drains the battery very fastREAD MORE,every thing fine battery get fully charged fast also drain battery fastread,POSITIF
Nice sondREAD MORE,nice sondread,POSITIF
GoodREAD MORE,goodread,POSITIF
Excellent but if keep listening continuously will get headacheREAD MORE,excellent keep listening continuously get headacheread,POSITIF
Sound quality and bass r nice....READ MORE,sound quality bass niceread,NEUTRE
NiceREAD MORE,niceread,POSITIF
I like this productREAD MORE,like productread,POSITIF
My product is brokenREAD MORE,product brokenread,NEGATIF
super baseREAD MORE,super baseread,POSITIF
Best product so heartlyREAD MORE,best product heartlyread,POSITIF
GoodREAD MORE,goodread,POSITIF
A good product.....READ MORE,good productread,POSITIF
It just a waste product after one week it doesn't work well.Its sound is not clear and not comfortable.READ MORE,waste product one week doesnt work wellits sound clear comfortableread,NEGATIF
Best in sound and battery backupREAD MORE,best sound battery backupread,POSITIF
Really it's awesome experience. I suggest everyone must buy. Thanks Flipkart. Thanks boat.READ MORE,really awesome experience suggest everyone must buy thanks flipkart thanks boatread,POSITIF
"Sound quality bad, too much noise.READ MORE",sound quality bad much noiseread,NEGATIF
Good 🤔product but its range is not satisfyREAD MORE,good product range satisfyread,POSITIF
The best base & perfect soundREAD MORE,best base perfect soundread,POSITIF
Awesome!!READ MORE,awesomeread,POSITIF
Wow it's awesome 👏✊👍READ MORE,wow awesome read,POSITIF
SuperREAD MORE,superread,POSITIF
Undoubtedly a fabulous productREAD MORE,undoubtedly fabulous productread,POSITIF
Not Bad...READ MORE,badread,NEUTRE
NiceREAD MORE,niceread,POSITIF
goodREAD MORE,goodread,NEUTRE
Good productREAD MORE,good productread,POSITIF
CompartableREAD MORE,compartableread,POSITIF
What a product. Mic does not work properly.And just after 13th month. Headphones is broke.READ MORE,product mic work properlyand month headphone brokeread,NEGATIF
"nice product. clear sound . high bass,very clear. price should be less. but nice product .READ MORE",nice product clear sound high bassvery clear price less nice product read,POSITIF
Awesome sound bad is about the micREAD MORE,awesome sound bad micread,POSITIF
Good product.   Very niceREAD MORE,good product niceread,POSITIF
Good bass and battery backup. Sound quality is awesome 😊👌👌.READ MORE,good bass battery backup sound quality awesome read,POSITIF
Superb soundREAD MORE,superb soundread,POSITIF
"Perfect for music but not good for a call, mic not powerful enoughREAD MORE",perfect music good call mic powerful enoughread,POSITIF
PUBG AND MOVIES .....BEST SOUND QualityREAD MORE,pubg movie best sound qualityread,POSITIF
Too good product.READ MORE,good productread,POSITIF
GreatREAD MORE,greatread,POSITIF
Not working properlyREAD MORE,working properlyread,NEGATIF
"Buy if your budget is tight and when its price is 1000.I suggest go for ohter headphones ,its bluetooth connectivity is not upto the mark .READ MORE",buy budget tight price suggest ohter headphone bluetooth connectivity upto mark read,POSITIF
WonderfulREAD MORE,wonderfulread,POSITIF
It's a nice product ..love it ..READ MORE,nice product love read,POSITIF
Please don't buy .........The cushions are not comfortable.....If u want comfortable cushions pls buy Sony headsetREAD MORE,please dont buy cushion comfortableif want comfortable cushion pls buy sony headsetread,NEGATIF
Sound quality is good but bass can be improvedREAD MORE,sound quality good bass improvedread,POSITIF
